id,date_sold,city,neighborhood,zipcode,lat,long,sqft_living,sqft_lot,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,garage,parking,hoa_monthly,price,price_per_sqft
1344,2017-06-23,Delhi,Sector 5,498350,28.570507,77.175945,5107,22296,1,3.2,1,0,0,3,10,3649,1458,1959,0,3,6,0,18600000,3642.06
1345,2020-11-15,Chennai,Old Town,124154,13.051626,80.319311,1154,6908,3,1.6,1,0,0,2,7,839,315,1979,0,1,2,34,7192000,6232.24
1346,2020-08-24,Mumbai,Hilltop,710614,19.087191,72.963133,2801,13728,1,2.6,1,0,0,4,7,2433,368,1949,0,0,3,722,12284000,4385.58
1347,2019-03-01,Delhi,Central Park,350774,28.502736,77.193665,4981,12217,2,2.7,2,0,2,4,13,4591,390,1921,0,2,6,193,21337000,4283.68
1348,2020-09-30,Kolkata,Sunset Park,165319,22.633392,88.315152,1741,4159,2,1.8,2,0,0,3,6,1347,394,1979,0,2,4,0,9547000,5483.63
1349,2020-03-17,Pune,Riverside,504031,18.522639,73.834366,1585,6873,5,1.9,1,0,0,4,10,1007,578,1971,0,1,3,0,10282000,6487.07
1350,2024-11-02,Kolkata,Sector 5,487178,22.510965,88.390408,4382,24010,2,2.0,3,0,0,3,11,3938,444,1931,0,0,4,26,16314000,3722.96
1351,2020-10-03,Bengaluru,Old Town,186078,12.907704,77.570548,3630,14120,5,2.8,3,0,0,4,7,2797,833,1917,0,3,6,0,15307000,4216.8
1352,2018-10-13,Bengaluru,Industrial Area,986907,12.934134,77.658208,5073,18451,2,1.2,2,0,2,2,6,4891,182,1932,0,1,6,0,18084000,3564.75
1353,2019-04-15,Pune,Green Acres,243516,18.481742,73.830319,5194,9359,2,1.8,1,0,3,4,5,3642,1552,1963,0,0,5,123,19982000,3847.13
1354,2022-01-04,Chennai,Industrial Area,316989,13.01217,80.20503,3899,17847,2,2.3,1,0,0,3,4,3062,837,1944,0,3,6,46,14154000,3630.16
1355,2022-08-25,Hyderabad,Old Town,969752,17.415162,78.579934,4550,20527,1,2.3,1,0,0,2,5,4019,531,2009,0,1,6,0,14712000,3233.41
1356,2020-08-30,Mumbai,Sunset Park,235886,19.180005,72.919348,4491,26204,3,2.6,1,0,0,2,6,3135,1356,2008,0,2,6,0,17555000,3908.93
1357,2017-10-04,Pune,Industrial Area,651657,18.529774,73.936877,1704,4262,5,1.0,3,0,1,5,9,1177,527,1937,0,1,3,19,9705000,5695.42
1358,2021-07-28,Mumbai,Lake View,780689,19.002128,72.910129,5685,27187,8,1.7,2,0,0,3,6,5068,617,1929,0,2,6,86,20923000,3680.39
1359,2024-07-20,Delhi,Hilltop,298015,28.661796,77.202204,5427,17205,2,2.4,3,0,0,4,6,3647,1780,1963,1999,0,5,0,19462000,3586.14
1360,2015-06-29,Chennai,Garden Villas,201752,13.18315,80.22144,5405,20498,3,1.0,4,0,0,3,10,3501,1904,2016,0,2,6,0,17872000,3306.57
1361,2024-05-19,Bengaluru,Riverside,340204,12.934973,77.501486,5961,30295,1,3.8,2,0,0,3,7,4194,1767,1941,0,1,6,0,19795000,3320.75
1362,2018-12-03,Chennai,Green Acres,923739,13.092052,80.217756,2186,4612,3,1.0,3,0,0,3,7,2029,157,1912,1926,0,2,0,8749000,4002.29
1363,2019-01-07,Kolkata,Central Park,805276,22.569066,88.331072,3242,8800,1,1.0,2,0,0,3,8,3065,177,1976,0,2,5,0,12730000,3926.59
1364,2015-03-21,Bengaluru,Sector 5,933652,12.909548,77.610633,2846,13850,1,1.3,1,0,0,5,7,1826,1020,1967,0,3,6,0,13138000,4616.3
1365,2020-07-31,Mumbai,Sector 5,321952,19.05039,72.844325,2933,11299,2,1.2,1,0,2,3,7,1888,1045,2003,0,1,4,25,15423000,5258.44
1366,2016-12-23,Hyderabad,Lake View,615156,17.418197,78.44307,2908,4252,3,2.5,2,1,0,3,6,2719,189,2021,0,2,5,0,18047000,6205.98
1367,2021-01-23,Bengaluru,Central Park,305717,13.068072,77.665024,5927,18676,5,2.1,2,0,2,3,10,5799,128,1941,0,0,6,0,21871000,3690.06
1368,2022-06-18,Kolkata,Lake View,694568,22.540611,88.386044,3968,15607,2,1.1,3,0,4,3,5,3143,825,1905,0,3,6,34,16603000,4184.22
1369,2020-01-13,Bengaluru,Industrial Area,425173,13.033792,77.612097,1909,10590,3,4.1,2,0,0,3,5,1794,115,2009,0,2,4,0,11128000,5829.23
1370,2019-03-24,Pune,Garden Villas,110127,18.525578,73.937216,1857,3607,1,2.8,1,0,0,3,9,1775,82,2000,0,1,3,502,9478000,5103.93
1371,2020-05-31,Hyderabad,Central Park,948762,17.351815,78.395437,4421,22237,1,2.3,1,0,0,3,5,3291,1130,1978,0,1,5,0,16326000,3692.83
1372,2023-08-08,Mumbai,Central Park,137633,19.131391,72.940022,2413,3989,5,2.7,1,0,0,3,12,1935,478,1926,0,2,4,96,14187000,5879.4
1373,2017-05-27,Kolkata,Sector 5,610316,22.666732,88.430634,3992,8827,1,2.4,1,0,1,4,6,3307,685,1995,0,2,6,0,15212000,3810.62
1374,2025-08-31,Pune,Sunset Park,830671,18.511401,73.913454,2350,5209,4,2.2,1,0,2,3,10,2138,212,1952,0,0,2,0,11302000,4809.36
1375,2018-09-07,Delhi,Sector 5,219946,28.547235,77.130538,5357,28860,5,2.5,2,0,1,3,8,4198,1159,2021,0,2,6,169,19364000,3614.71
1376,2018-03-01,Chennai,Hilltop,427321,13.153626,80.284298,1644,3280,5,2.0,1,0,0,5,9,1320,324,1906,0,3,5,84,10228000,6221.41
1377,2019-09-25,Pune,Green Acres,360870,18.404764,73.806912,4415,21787,4,2.7,2,0,1,3,6,2781,1634,1930,0,1,5,64,17153000,3885.16
1378,2022-12-18,Delhi,Sector 5,851427,28.62656,77.022401,3102,10265,4,2.1,1,0,1,3,5,1928,1174,1987,0,2,5,0,13960000,4500.32
1379,2016-01-19,Kolkata,Lake View,608717,22.508277,88.437941,2103,12608,2,1.7,1,0,1,3,11,1884,219,1965,0,0,2,112,11356000,5399.9
1380,2018-01-11,Hyderabad,Old Town,285400,17.525,78.517806,4560,23691,4,3.6,2,0,0,4,9,3616,944,1971,0,2,6,0,16851000,3695.39
1381,2015-01-03,Kolkata,Sunset Park,572121,22.696935,88.421121,1953,9176,1,2.1,1,0,1,2,5,1242,711,2015,2019,0,2,0,9692000,4962.62
1382,2024-03-18,Kolkata,Sunset Park,244870,22.698266,88.334796,1672,8951,4,1.8,4,0,1,4,7,1164,508,1970,0,0,2,0,8884000,5313.4
1383,2016-08-12,Mumbai,Old Town,288955,19.030947,72.904509,2791,11639,2,1.1,2,0,2,2,6,2431,360,2012,0,1,4,57,14171000,5077.39
1384,2020-04-19,Kolkata,Old Town,779079,22.625393,88.322125,1448,7556,4,1.0,1,0,0,5,5,1161,287,2016,0,1,2,0,9996000,6903.31
1385,2017-07-28,Chennai,Green Acres,144561,13.117805,80.314679,5423,12503,7,2.0,2,0,0,2,7,4977,446,1964,0,1,6,0,18837000,3473.54
1386,2015-12-29,Mumbai,Green Acres,973022,19.079666,72.838433,1855,2761,5,1.6,1,0,2,3,9,1405,450,2001,2020,1,3,124,13228000,7131.0
1387,2021-12-17,Kolkata,Garden Villas,394261,22.661142,88.381344,1476,6022,2,1.3,2,0,0,5,6,954,522,1907,0,2,3,0,7465000,5057.59
1388,2017-06-24,Mumbai,Hilltop,242718,19.15893,72.869814,646,2050,2,3.3,1,0,0,3,7,457,189,1952,0,2,3,74,7840000,12136.22
1389,2019-10-10,Chennai,Sector 5,288596,13.170565,80.335462,3399,10646,2,3.0,2,0,2,3,5,2189,1210,1967,0,2,5,0,15154000,4458.37
1390,2024-04-27,Chennai,Riverside,758374,13.158203,80.268802,2575,9357,4,1.0,2,0,0,4,8,2040,535,1929,0,0,3,38,11064000,4296.7
1391,2015-05-11,Pune,Hilltop,489863,18.539416,73.776457,5508,15460,2,1.7,2,0,0,1,8,4350,1158,2020,0,1,6,0,18561000,3369.83
1392,2019-03-29,Mumbai,Garden Villas,915689,19.107058,72.803375,4704,19429,1,1.0,1,0,1,3,7,2962,1742,1982,0,1,6,0,18219000,3873.09
1393,2024-09-27,Hyderabad,Industrial Area,604593,17.373002,78.48816,4137,4769,1,1.5,2,0,1,4,8,2799,1338,1960,0,2,6,0,15304000,3699.3
1394,2016-03-09,Bengaluru,Sunset Park,210159,13.072559,77.600952,2446,14308,1,1.3,2,0,0,5,8,2417,29,1936,0,3,5,130,13599000,5559.69
1395,2019-10-20,Delhi,Green Acres,818534,28.71282,77.201818,3959,22264,3,1.8,2,0,0,2,11,3933,26,1983,0,1,5,153,16820000,4248.55
1396,2020-02-17,Hyderabad,Lake View,278503,17.523163,78.4741,2558,14520,3,1.1,3,0,2,4,10,1885,673,1944,0,2,5,39,13783000,5388.19
1397,2020-11-02,Hyderabad,Green Acres,542499,17.355634,78.527725,525,1483,2,1.0,1,0,2,3,10,345,180,2007,0,2,3,193,8439000,16074.29
1398,2015-11-16,Hyderabad,Central Park,440389,17.399029,78.33385,5446,19929,6,1.4,2,0,0,4,3,3678,1768,1952,0,1,6,0,17928000,3291.96
1399,2015-12-09,Kolkata,Old Town,777055,22.585233,88.304671,2852,16458,3,3.3,1,0,1,4,6,1804,1048,1912,0,0,3,0,12904000,4524.54
1400,2021-01-09,Delhi,Old Town,428409,28.564758,77.091765,4349,23971,2,1.4,1,0,0,4,5,2758,1591,1931,0,2,6,0,15868000,3648.65
1401,2019-04-19,Hyderabad,Green Acres,578277,17.508697,78.55642,2017,9987,4,3.9,1,0,0,5,13,1366,651,2017,0,2,4,0,11626000,5764.01
1402,2017-08-17,Chennai,Sunset Park,167546,13.025126,80.343132,4721,14336,2,1.2,2,0,1,2,7,3721,1000,1961,0,2,6,0,16487000,3492.27
1403,2021-07-31,Delhi,Central Park,621412,28.646538,77.071085,2895,11064,2,2.1,2,0,0,3,5,2563,332,2014,0,1,4,0,11615000,4012.09
1404,2017-01-14,Hyderabad,Lake View,935657,17.488129,78.404782,1025,5089,4,2.3,1,0,0,5,7,680,345,1901,0,1,2,0,9146000,8922.93
1405,2017-12-23,Bengaluru,Lake View,994378,13.04739,77.693476,2173,5139,2,1.0,1,0,0,3,8,1666,507,1976,0,1,3,724,12189000,5609.3
1406,2016-04-25,Delhi,Sector 5,123225,28.651954,77.093776,5497,22715,5,1.0,2,0,2,3,10,3486,2011,1907,0,0,5,54,21629000,3934.69
1407,2019-10-29,Pune,Sunset Park,150739,18.517452,73.855949,1706,8768,3,3.1,1,0,3,3,6,1448,258,1995,0,2,4,0,10696000,6269.64
1408,2019-11-18,Delhi,Industrial Area,960164,28.550089,77.071203,3422,15527,4,3.1,2,0,0,3,7,2643,779,1947,0,0,3,165,13114000,3832.26
1409,2021-06-03,Hyderabad,Industrial Area,290761,17.402167,78.558162,3609,12261,6,3.4,1,0,0,3,6,3319,290,1913,0,0,4,0,13859000,3840.12
1410,2023-12-09,Chennai,Garden Villas,873979,13.015087,80.307925,896,3515,3,1.2,1,0,0,4,7,854,42,1984,0,2,3,18,7700000,8593.75
1411,2018-05-06,Chennai,Riverside,576726,13.087993,80.22516,5581,33170,1,2.4,2,0,0,3,6,3892,1689,1932,0,2,6,0,18076000,3238.85
1412,2015-04-26,Pune,Sector 5,773938,18.404188,73.837499,2433,9756,3,2.0,3,0,0,3,5,1850,583,1935,0,1,3,0,10748000,4417.59
1413,2018-06-23,Kolkata,Garden Villas,642359,22.55057,88.368327,2390,11778,2,1.9,1,0,0,2,6,1909,481,1984,0,1,3,0,10174000,4256.9
1414,2022-01-21,Hyderabad,Sector 5,236162,17.496545,78.531073,4884,22628,4,1.6,2,0,2,4,6,4877,7,1958,0,2,6,0,18410000,3769.45
1415,2024-06-17,Mumbai,Lake View,642955,19.113364,72.930976,2102,9475,1,2.8,1,0,1,2,9,2031,71,1969,0,1,3,402,11273000,5362.99
1416,2017-11-05,Kolkata,Garden Villas,954194,22.649891,88.403794,1965,9003,4,4.6,3,0,0,2,5,1941,24,1968,0,1,3,0,9587000,4878.88
1417,2015-02-28,Chennai,Sector 5,408513,13.056338,80.305881,2199,7195,3,2.3,1,0,1,5,12,1728,471,1947,0,2,4,198,12417000,5646.66
1418,2015-07-18,Kolkata,Lake View,772144,22.635312,88.433974,2992,10085,2,2.2,2,0,0,4,6,2991,1,1929,1945,1,4,7,11689000,3906.75
1419,2016-09-18,Delhi,Sector 5,676203,28.689665,77.231519,1950,6512,2,1.3,1,1,0,2,6,1195,755,1927,0,1,3,0,14740000,7558.97
1420,2018-01-03,Delhi,Riverside,311580,28.664128,77.167382,3746,4369,3,2.7,3,0,0,3,9,3698,48,2000,0,3,6,0,14679000,3918.58
1421,2021-04-22,Chennai,Sector 5,762027,13.090841,80.332665,4752,10480,3,1.0,1,0,0,3,4,3217,1535,1940,0,1,6,0,16006000,3368.27
1422,2021-01-06,Hyderabad,Riverside,881254,17.387892,78.405636,3955,7012,4,1.7,1,0,2,4,9,3921,34,1975,0,1,5,70,18223000,4607.59
1423,2021-02-07,Chennai,Sector 5,614472,13.163214,80.331134,4149,22538,4,2.4,2,0,0,3,6,3244,905,1957,0,3,6,195,15874000,3825.98
1424,2019-07-05,Kolkata,Lake View,439671,22.651213,88.391611,968,2299,1,2.2,1,0,0,1,5,805,163,1940,0,1,2,255,5669000,5856.4
1425,2025-08-17,Kolkata,Sunset Park,916389,22.650577,88.422637,1482,2508,5,1.9,1,0,1,3,10,1427,55,1910,0,1,2,0,10691000,7213.9
1426,2015-07-01,Delhi,Industrial Area,328968,28.725594,77.211394,5841,9339,2,1.0,1,0,0,4,7,5804,37,1905,0,1,6,75,19047000,3260.91
1427,2015-10-14,Hyderabad,Sunset Park,942673,17.526081,78.385823,5825,26212,1,3.5,1,0,0,5,7,3895,1930,1919,0,1,6,0,18502000,3176.31
1428,2016-06-11,Mumbai,Green Acres,493153,19.057498,72.978964,2465,2540,3,2.2,2,0,2,4,6,2079,386,1990,0,1,3,0,14105000,5722.11
1429,2020-04-13,Pune,Riverside,204271,18.410752,73.770746,2689,9026,4,2.0,2,0,0,1,7,2359,330,1928,0,2,5,0,11485000,4271.1
1430,2021-05-26,Mumbai,Old Town,901190,19.186012,72.89803,3089,4925,1,3.3,1,0,1,3,9,2728,361,1972,0,1,4,0,14963000,4843.96
1431,2020-06-19,Chennai,Sector 5,653386,13.071675,80.241984,4626,24279,4,3.2,3,0,2,3,7,3165,1461,2003,0,1,6,0,17290000,3737.57
1432,2018-01-06,Kolkata,Industrial Area,775756,22.694832,88.369253,1837,10640,2,1.8,2,1,1,2,8,1154,683,1947,0,2,4,0,14177000,7717.47
1433,2017-09-08,Mumbai,Sunset Park,257314,19.148627,72.910586,5359,31049,5,1.7,1,0,0,3,3,4022,1337,1970,0,1,6,0,19619000,3660.94
1434,2022-01-01,Hyderabad,Old Town,268769,17.418942,78.365545,1907,6121,4,2.5,1,0,0,3,7,1763,144,1984,0,1,3,33,9729000,5101.73
1435,2022-12-23,Hyderabad,Riverside,356727,17.467314,78.458614,2463,10400,3,3.2,1,0,0,4,6,2434,29,1981,0,2,4,78,11140000,4522.94
1436,2019-03-15,Kolkata,Garden Villas,966913,22.685235,88.42444,1394,5574,10,3.0,2,0,0,3,9,1084,310,1914,0,1,2,0,9816000,7041.61
1437,2020-05-12,Bengaluru,Old Town,680452,12.923652,77.676564,2781,7648,1,1.0,2,0,4,2,6,2686,95,1901,0,0,3,0,14515000,5219.35
1438,2016-07-02,Delhi,Sunset Park,129817,28.678923,77.086744,1932,6222,1,1.0,4,0,1,5,6,1717,215,1996,2019,1,3,72,10559000,5465.32
1439,2025-07-09,Pune,Sector 5,867908,18.475707,73.739182,1658,2191,3,1.1,1,0,0,3,6,1073,585,2013,0,1,3,0,7923000,4778.65
1440,2017-12-02,Kolkata,Garden Villas,424998,22.519679,88.348744,5267,26222,2,2.5,3,0,2,5,5,3888,1379,1974,2023,1,6,158,18951000,3598.06
1441,2020-05-30,Pune,Hilltop,265990,18.494285,73.750946,951,2096,5,1.6,1,0,2,2,9,854,97,1952,0,0,1,61,9170000,9642.48
1442,2016-11-11,Hyderabad,Sector 5,731020,17.401855,78.518512,1970,6506,1,2.5,1,0,2,4,8,1534,436,1954,0,2,4,0,10932000,5549.24
1443,2016-08-05,Kolkata,Garden Villas,786927,22.5111,88.44406,5230,17798,1,1.0,3,0,0,3,6,4510,720,1969,0,2,6,0,16586000,3171.32
1444,2023-02-18,Kolkata,Old Town,316525,22.694541,88.347835,5657,21517,3,1.2,2,0,0,4,9,5113,544,1912,1925,2,6,0,19853000,3509.46
1445,2019-06-15,Pune,Green Acres,697112,18.474148,73.778718,5116,26037,2,2.5,2,0,1,3,12,5077,39,1943,0,1,6,0,20203000,3948.98
1446,2020-06-18,Hyderabad,Industrial Area,261879,17.437414,78.512027,5712,25472,4,1.0,1,1,0,3,10,5525,187,1957,0,1,6,0,23700000,4149.16
1447,2023-10-29,Hyderabad,Green Acres,840881,17.502798,78.50534,5542,23915,2,3.8,4,0,2,3,6,4088,1454,1916,0,1,6,223,20568000,3711.3
1448,2020-01-11,Pune,Hilltop,636048,18.412501,73.809072,450,1635,2,3.1,1,0,1,1,6,414,36,1940,0,1,1,0,6525000,14500.0
1449,2018-08-14,Mumbai,Old Town,891453,19.109084,72.856556,4621,6838,3,3.4,1,0,0,3,1,3461,1160,1924,0,2,6,0,16294000,3526.08
1450,2021-02-19,Kolkata,Lake View,545166,22.658252,88.372086,587,1767,5,2.8,2,0,0,4,6,504,83,1968,1988,1,2,135,6900000,11754.68
1451,2023-11-03,Bengaluru,Sunset Park,988807,13.069035,77.640541,5568,32220,3,1.0,1,0,0,3,5,3478,2090,1913,0,1,6,178,18707000,3359.73
1452,2022-08-14,Mumbai,Sunset Park,243555,19.141074,72.874614,4375,26153,5,3.1,1,0,0,5,10,3997,378,2016,0,2,6,0,18776000,4291.66
1453,2024-10-04,Chennai,Riverside,920875,13.07838,80.330329,3268,15204,1,2.7,1,0,0,2,9,3256,12,2008,0,3,6,0,13080000,4002.45
1454,2022-06-18,Chennai,Old Town,561283,13.112362,80.300543,2892,6182,4,1.7,3,0,4,4,7,2359,533,1928,0,2,5,0,13058000,4515.21
1455,2018-04-18,Delhi,Garden Villas,203502,28.545211,77.196453,2353,3552,2,1.5,1,0,1,2,5,2290,63,1951,0,1,3,0,11501000,4887.8
1456,2024-04-25,Hyderabad,Sector 5,374224,17.471849,78.510087,1887,5800,3,2.8,2,0,0,4,7,1791,96,1929,0,1,3,0,10841000,5745.1
1457,2018-06-06,Bengaluru,Hilltop,169677,12.921688,77.683746,1104,5832,1,1.0,3,0,0,3,7,667,437,1911,0,1,2,0,7826000,7088.77
1458,2017-04-28,Hyderabad,Industrial Area,851805,17.524015,78.411702,3718,17137,1,2.9,3,0,0,4,8,2364,1354,1990,0,0,4,0,14905000,4008.88
1459,2022-06-09,Hyderabad,Old Town,283533,17.541325,78.440552,2608,14134,3,1.4,3,0,0,3,7,2020,588,1994,0,1,4,85,12636000,4845.09
1460,2022-12-24,Kolkata,Industrial Area,724686,22.557465,88.312007,5592,22809,2,2.2,2,0,3,4,4,3947,1645,2010,0,2,6,129,18838000,3368.74
1461,2021-03-23,Bengaluru,Old Town,707136,12.941662,77.555923,4015,6631,4,2.2,1,0,0,3,8,3055,960,1992,0,2,6,109,14735000,3669.99
1462,2015-04-01,Chennai,Industrial Area,727896,13.108898,80.246951,5857,9219,2,1.0,1,0,0,4,13,4710,1147,1990,0,1,6,0,21211000,3621.48
1463,2025-06-03,Kolkata,Central Park,330179,22.687811,88.448721,4585,5685,2,1.0,2,0,0,4,8,3627,958,2024,0,2,6,0,16197000,3532.61
1464,2016-05-05,Bengaluru,Sector 5,259522,12.982898,77.582493,890,3414,3,2.2,1,0,0,3,6,592,298,1968,0,1,2,243,6370000,7157.3
1465,2020-11-17,Pune,Lake View,536753,18.425327,73.746976,5860,12977,4,1.9,4,0,1,4,8,3864,1996,1908,0,1,6,30,20071000,3425.09
1466,2018-10-12,Mumbai,Riverside,698366,19.187187,72.96864,619,2892,8,2.3,3,0,0,1,7,474,145,1925,0,0,1,3,8308000,13421.65
1467,2022-01-25,Kolkata,Central Park,934691,22.542388,88.366077,5481,24288,1,1.0,2,0,1,3,4,4803,678,2017,0,1,6,0,19457000,3549.9
1468,2018-01-03,Hyderabad,Sunset Park,813663,17.474043,78.379804,3810,9870,1,2.9,1,0,0,3,8,3187,623,1926,0,3,6,47,13160000,3454.07
1469,2025-09-17,Pune,Sector 5,367010,18.622718,73.91816,3758,7080,2,3.2,2,0,0,2,8,2384,1374,1914,0,3,6,0,12680000,3374.14
1470,2016-03-09,Mumbai,Industrial Area,247718,19.115712,72.90458,855,1293,4,1.7,2,0,2,5,6,610,245,1978,0,0,1,1,8344000,9759.06
1471,2021-11-12,Bengaluru,Sunset Park,491916,12.919886,77.626961,1479,6931,1,1.0,1,0,1,5,6,1133,346,1997,2002,1,2,32,10219000,6909.4
1472,2024-05-21,Kolkata,Sunset Park,672289,22.623933,88.34272,2429,7900,2,1.4,1,0,1,3,7,1780,649,1913,0,2,4,0,11918000,4906.55
1473,2022-02-28,Hyderabad,Hilltop,661026,17.355161,78.502023,3495,9149,1,2.3,2,0,0,4,5,2722,773,1901,0,2,5,0,12044000,3446.07
1474,2016-11-12,Delhi,Green Acres,907918,28.527452,77.252689,3592,18977,2,2.4,2,0,1,4,4,2786,806,1945,0,2,6,0,15486000,4311.25
1475,2015-08-04,Delhi,Riverside,410710,28.678824,77.188993,5538,21975,4,4.0,1,0,0,5,9,5168,370,1969,0,2,6,66,21799000,3936.26
1476,2020-07-20,Chennai,Sector 5,961588,13.162007,80.310785,5258,18876,4,2.8,1,1,0,3,5,4910,348,2010,0,1,6,48,21660000,4119.44
1477,2024-12-04,Pune,Sector 5,296241,18.550161,73.774611,711,3354,2,1.7,3,1,0,5,6,694,17,2014,0,2,3,0,12177000,17126.58
1478,2015-10-02,Kolkata,Garden Villas,686776,22.602116,88.443569,4070,20667,6,2.5,1,0,0,4,6,3295,775,2023,2023,2,6,83,15788000,3879.12
1479,2018-03-02,Pune,Riverside,384487,18.403364,73.882291,1806,8001,1,2.3,2,0,0,4,8,1283,523,1979,0,1,3,61,9335000,5168.88
1480,2024-10-10,Bengaluru,Industrial Area,412951,13.053387,77.544987,5374,17197,2,2.0,2,0,0,3,7,4712,662,1972,0,0,5,272,20005000,3722.55
1481,2019-04-10,Hyderabad,Sector 5,420915,17.505311,78.373947,4417,12794,4,3.7,3,0,0,3,7,4000,417,2007,0,1,5,0,17764000,4021.73
1482,2017-09-17,Delhi,Industrial Area,188624,28.688222,77.281306,4545,22081,6,1.4,2,0,0,4,13,3361,1184,2014,0,2,6,0,18681000,4110.23
1483,2023-12-25,Hyderabad,Old Town,475322,17.463501,78.433776,2031,7290,3,2.6,1,0,1,4,7,1888,143,1979,0,1,3,100,10349000,5095.52
1484,2016-08-07,Pune,Industrial Area,972062,18.622079,73.782569,1402,6340,1,2.6,1,0,0,2,7,1230,172,1943,0,1,2,0,8818000,6289.59
1485,2022-08-31,Hyderabad,Green Acres,293676,17.512154,78.440517,2859,15587,2,3.8,1,0,0,3,4,2825,34,1985,0,2,5,0,12631000,4417.98
1486,2023-09-08,Chennai,Riverside,847335,13.039708,80.258317,5366,29939,1,1.0,1,0,1,2,6,3961,1405,1918,0,1,6,36,17898000,3335.45
1487,2018-10-23,Kolkata,Green Acres,740236,22.523223,88.407143,5077,12127,3,3.2,3,0,0,2,6,4920,157,2019,0,1,6,0,17671000,3480.6
1488,2019-05-25,Delhi,Green Acres,922832,28.504453,77.11032,1031,2000,3,1.0,2,0,0,3,6,762,269,1971,0,1,2,0,7176000,6960.23
1489,2015-05-16,Pune,Sunset Park,762466,18.453402,73.714177,4282,9876,3,1.0,1,0,0,5,6,4053,229,1943,2007,2,6,0,16281000,3802.2
1490,2017-10-01,Pune,Central Park,326455,18.584142,73.703914,2479,11792,4,1.1,2,0,0,3,7,1813,666,1944,0,1,3,155,9846000,3971.76
1491,2025-07-16,Hyderabad,Green Acres,219576,17.445154,78.596986,5199,14819,5,1.0,1,0,0,3,10,5009,190,1984,0,1,6,0,18423000,3543.57
1492,2015-05-28,Kolkata,Riverside,317607,22.639188,88.404069,5910,11034,2,3.2,2,0,0,1,8,3586,2324,1966,0,2,6,0,20254000,3427.07
1493,2016-07-25,Hyderabad,Central Park,615816,17.510829,78.371633,4366,6514,1,3.6,4,0,0,4,9,3327,1039,1978,0,1,5,0,16876000,3865.32
1494,2021-12-06,Chennai,Riverside,402823,13.072647,80.300287,3652,9629,1,1.3,2,0,0,3,7,2264,1388,1965,0,1,5,0,13774000,3771.63
1495,2018-09-06,Bengaluru,Sunset Park,186219,13.075472,77.677535,1069,1797,4,1.8,2,0,0,4,7,816,253,1921,0,2,3,107,9139000,8549.11
1496,2017-06-07,Chennai,Lake View,697519,13.156559,80.309434,424,756,2,3.1,1,0,0,2,4,326,98,1916,0,1,1,0,3802000,8966.98
1497,2022-12-09,Bengaluru,Sunset Park,880045,13.019551,77.642829,1643,7261,1,3.7,1,0,0,3,5,1582,61,1957,0,2,4,137,11129000,6773.58
1498,2020-12-29,Mumbai,Sunset Park,446200,19.137959,72.920007,2272,2496,2,2.2,1,0,1,3,10,2090,182,1979,0,1,3,0,12541000,5519.81
1499,2023-09-20,Pune,Sector 5,559590,18.472854,73.893405,4507,7156,6,1.6,2,0,0,3,13,3185,1322,1946,2003,1,6,0,18067000,4008.65
1500,2020-07-25,Pune,Lake View,796841,18.587188,73.821526,5319,27775,4,1.0,2,0,2,2,9,4969,350,2007,0,2,6,0,20106000,3780.03
1501,2017-12-29,Delhi,Central Park,588447,28.537824,77.052197,669,3495,3,1.0,1,0,0,3,5,450,219,2024,2024,1,2,226,7023000,10497.76
1502,2016-05-03,Mumbai,Green Acres,572053,19.032889,72.847947,2499,6613,5,3.6,2,0,1,1,3,2192,307,1913,0,0,2,0,11429000,4573.43
1503,2015-01-06,Pune,Riverside,444403,18.558088,73.86534,1802,2594,4,1.0,2,0,3,2,3,1281,521,2012,0,1,3,0,10005000,5552.16
1504,2025-03-01,Bengaluru,Sector 5,149987,12.94497,77.535477,5319,24068,7,2.4,1,0,0,3,6,5249,70,1940,0,1,6,14,19211000,3611.77
1505,2018-05-16,Kolkata,Old Town,789521,22.585119,88.333359,1905,5335,4,1.8,2,0,1,5,10,1854,51,1968,0,1,3,0,11269000,5915.49
1506,2024-07-13,Bengaluru,Garden Villas,457740,13.010994,77.658564,4557,5593,2,1.7,1,0,2,4,5,3284,1273,1954,0,2,6,0,18718000,4107.53
1507,2016-07-02,Hyderabad,Hilltop,735647,17.486525,78.456864,3382,6051,1,1.0,1,0,0,3,8,2069,1313,1920,0,0,3,0,12622000,3732.11
1508,2016-04-27,Pune,Sector 5,582328,18.612846,73.711746,810,1366,7,1.8,3,0,3,3,5,696,114,1979,0,2,3,0,8614000,10634.57
1509,2021-12-02,Pune,Lake View,437074,18.531815,73.839348,1236,4877,7,3.6,2,0,2,3,8,822,414,1930,0,2,3,0,9138000,7393.2
1510,2020-08-09,Hyderabad,Green Acres,707795,17.456347,78.384945,3883,21320,1,2.0,1,0,0,4,5,2512,1371,1931,0,2,6,439,14099000,3630.96
1511,2024-04-05,Bengaluru,Sunset Park,144912,13.05047,77.562591,4286,21282,3,2.6,1,0,0,3,6,4127,159,1979,0,2,6,0,14522000,3388.24
1512,2023-04-12,Kolkata,Hilltop,983560,22.664588,88.325434,1465,5468,3,1.0,4,0,0,1,5,1209,256,2019,0,1,2,0,8261000,5638.91
